Numéro de boucle;Jour;00;01;02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;19;20;21;22;23;Total;Probabilité de présence d'anomalies;Jour de la semaine;Boucle de comptage;Date formatée;Vacances
666;2025-10-29;0;6;0;0;0;0;2;3;18;12;8;1;8;3;4;11;14;25;19;16;13;5;2;4;174;;3;666 - Pont Audibert vers Sud;2025-10-29;Vacances de la Toussaint
681;2025-10-29;7;3;1;0;3;0;6;21;52;20;14;24;39;29;35;31;37;58;86;66;33;29;22;29;645;;3;681 - Stalingrad vers est;2025-10-29;Vacances de la Toussaint
977;2025-10-29;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;3;977 - pont des 3 Continents vers Nord;2025-10-29;Vacances de la Toussaint
945;2025-10-29;6;1;0;1;1;3;6;22;70;48;16;21;53;36;18;21;25;81;68;53;29;15;13;13;620;;3;945 - Magellan vers Ouest;2025-10-29;Vacances de la Toussaint
881;2025-10-29;3;3;1;3;3;6;16;60;166;109;76;76;113;76;69;51;73;170;214;118;57;42;27;24;1556;;3;881 - Madeleine vers Sud;2025-10-29;Vacances de la Toussaint
788;2025-10-29;18;10;3;2;3;5;9;38;102;63;51;51;82;78;50;39;64;147;256;146;60;68;65;74;1484;;3;788 - 50 Otages Vers Nord;2025-10-29;Vacances de la Toussaint
950;2025-10-29;1;0;0;0;2;7;14;46;111;60;34;26;29;24;14;13;16;51;56;22;10;8;5;9;558;;3;950 - avenue de la Libération vers Nord;2025-10-29;Vacances de la Toussaint
960;2025-10-29;0;0;0;0;0;1;1;8;5;4;6;2;7;3;4;3;5;11;9;3;0;3;1;0;76;;3;960 - Sorinières Vers Nord;2025-10-29;Vacances de la Toussaint
980;2025-10-29;0;0;1;0;0;0;0;0;0;1;0;1;4;1;3;1;1;3;5;3;1;3;0;0;28;;3;980 - Pont Tabarly vers Sud;2025-10-29;Vacances de la Toussaint
947;2025-10-29;0;0;0;0;0;0;1;19;66;17;5;14;11;10;5;5;16;17;25;11;3;1;1;1;228;;3;947 - Bd Malakoff vers Ouest;2025-10-29;Vacances de la Toussaint
672;2025-10-29;4;1;2;2;1;2;11;66;224;88;36;21;35;45;22;26;49;111;101;65;29;20;12;20;993;;3;672 - Pont de Pornic vers Nord;2025-10-29;Vacances de la Toussaint
668;2025-10-29;8;4;2;2;2;2;6;15;75;23;15;18;41;34;30;15;38;111;131;71;37;24;16;12;732;;3;668 - De Gaulle vers sud;2025-10-29;Vacances de la Toussaint
672;2025-10-29;3;1;1;1;0;1;6;58;203;71;30;16;35;42;15;20;32;61;71;47;17;16;7;14;768;;3;672 - Pont de Pornic vers Nord;2025-10-29;Vacances de la Toussaint
682;2025-10-29;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;3;682 - pont Anne de Bretagne vers Sud;2025-10-29;Vacances de la Toussaint
786;2025-10-29;20;12;2;3;0;10;20;60;200;114;82;79;172;102;83;70;119;260;383;154;109;89;74;75;2292;;3;786 - 50 Otages Vers Nord;2025-10-29;Vacances de la Toussaint
996;2025-10-29;8;3;2;0;0;0;5;34;77;35;14;10;10;27;3;12;25;41;64;50;16;15;14;12;477;;3;996 - Van Iseghem vers Nord;2025-10-29;Vacances de la Toussaint
677;2025-10-28;1;0;1;1;0;7;15;42;149;67;12;14;21;39;16;14;32;93;73;41;31;6;5;5;685;;2;677 - Pont Willy Brandt vers Malakoff;2025-10-28;Vacances de la Toussaint
681;2025-10-28;6;1;1;2;2;3;5;23;71;27;20;15;39;29;31;28;46;108;119;62;45;18;39;15;755;;2;681 - Stalingrad vers est;2025-10-28;Vacances de la Toussaint
725;2025-10-28;0;1;2;1;1;1;8;34;78;34;15;13;30;29;15;14;23;98;88;46;24;10;9;6;580;;2;725 - Pont Tabarly vers Sud;2025-10-28;Vacances de la Toussaint
947;2025-10-28;0;0;0;0;0;1;4;26;90;36;6;5;20;8;6;12;12;33;32;12;6;2;0;2;313;;2;947 - Bd Malakoff vers Ouest;2025-10-28;Vacances de la Toussaint
995;2025-10-28;1;0;0;0;4;6;18;68;244;108;29;26;43;42;35;26;51;99;121;58;24;7;9;6;1025;;2;995 - Ceineray vers Ouest;2025-10-28;Vacances de la Toussaint
672;2025-10-28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;2;672 - Pont de Pornic vers Nord;2025-10-28;Vacances de la Toussaint
785;2025-10-28;10;5;1;3;10;9;47;173;501;256;79;69;134;183;112;97;152;256;266;170;89;46;51;35;2754;;2;785 - 50 Otages Vers Sud;2025-10-28;Vacances de la Toussaint
881;2025-10-28;10;1;2;1;1;5;34;76;196;119;73;63;124;70;91;68;131;265;252;147;76;29;29;26;1889;;2;881 - Madeleine vers Sud;2025-10-28;Vacances de la Toussaint
890;2025-10-28;16;4;4;2;6;21;50;140;481;210;77;72;141;115;110;104;158;312;310;178;104;51;58;33;2757;;2;890 - Pont de Pirmil vers Sud;2025-10-28;Vacances de la Toussaint
945;2025-10-28;1;5;0;0;1;3;8;30;81;46;18;17;37;45;23;22;35;121;108;58;21;15;19;10;724;;2;945 - Magellan vers Ouest;2025-10-28;Vacances de la Toussaint
959;2025-10-28;0;1;0;3;3;5;3;20;14;7;8;3;7;8;3;5;10;11;8;7;1;0;0;0;127;;2;959 - Sorinières Vers Sud;2025-10-28;Vacances de la Toussaint
981;2025-10-28;0;0;0;1;0;1;0;6;7;4;2;1;2;7;6;4;8;8;8;4;4;1;0;0;74;;2;981 - Pont Tabarly vers Nord;2025-10-28;Vacances de la Toussaint
996;2025-10-28;2;1;0;0;1;0;6;31;102;47;9;8;18;17;17;12;37;66;93;46;17;11;22;17;580;;2;996 - Van Iseghem vers Nord;2025-10-28;Vacances de la Toussaint
997;2025-10-28;0;0;0;0;1;0;8;40;130;42;11;20;25;29;16;18;30;87;77;30;6;4;6;1;581;;2;997 - Van Iseghem vers Sud;2025-10-28;Vacances de la Toussaint
674;2025-10-28;2;2;3;2;1;2;5;35;181;99;27;22;55;54;47;40;63;106;138;69;35;18;30;13;1049;;2;674 - Pont Haudaudine vers Sud;2025-10-28;Vacances de la Toussaint
673;2025-10-28;4;0;2;0;3;4;5;33;72;38;22;21;39;30;26;25;65;153;152;57;35;16;18;6;826;;2;673 - Pont de Pornic vers Sud;2025-10-28;Vacances de la Toussaint
949;2025-10-28;0;1;0;0;0;0;1;2;9;7;2;0;0;2;7;7;14;41;44;15;9;4;10;0;175;;2;949 - avenue de la Libération vers Sud;2025-10-28;Vacances de la Toussaint
960;2025-10-28;1;0;0;0;0;0;0;5;7;2;2;6;4;5;6;8;9;19;11;2;0;0;0;0;87;;2;960 - Sorinières Vers Nord;2025-10-28;Vacances de la Toussaint
989;2025-10-28;5;2;2;0;10;11;58;116;100;32;24;25;74;46;45;51;119;254;260;97;48;32;39;25;1475;;2;989 - Kennedy vers Ouest;2025-10-28;Vacances de la Toussaint
683;2025-10-28;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;2;683 - pont Anne de Bretagne vers Nord;2025-10-28;Vacances de la Toussaint
788;2025-10-28;12;2;2;3;2;5;11;50;134;64;39;49;78;76;70;64;108;217;323;173;96;61;62;40;1741;;2;788 - 50 Otages Vers Nord;2025-10-28;Vacances de la Toussaint
675;2025-10-28;5;0;1;0;2;2;12;32;0;0;0;25;51;49;34;37;48;109;9;0;8;20;24;12;480;;2;675 - Pont Haudaudine vers Nord;2025-10-28;Vacances de la Toussaint
668;2025-10-28;5;0;1;2;0;2;4;20;84;39;13;16;37;44;23;26;56;164;154;81;36;23;20;17;867;;2;668 - De Gaulle vers sud;2025-10-28;Vacances de la Toussaint
665;2025-10-28;3;1;0;0;1;4;22;67;166;65;26;24;68;37;21;43;62;139;107;65;24;15;20;8;988;;2;665 - Bonduelle vers Nord;2025-10-28;Vacances de la Toussaint
682;2025-10-28;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;2;682 - pont Anne de Bretagne vers Sud;2025-10-28;Vacances de la Toussaint
727;2025-10-28;1;3;1;1;1;6;9;56;98;35;11;18;25;35;11;12;26;76;47;37;12;6;5;3;535;;2;727 - Pont Tabarly vers Nord;2025-10-28;Vacances de la Toussaint
745;2025-10-28;0;0;0;0;1;0;0;2;8;5;3;3;7;9;6;5;13;25;33;11;6;2;6;5;150;;2;745 - Calvaire vers Ouest;2025-10-28;Vacances de la Toussaint
746;2025-10-28;0;1;0;0;0;1;4;36;133;38;13;24;25;22;13;18;38;103;86;39;8;2;2;2;608;;2;746 - Chemin de halage Tortière vers Sud;2025-10-28;Vacances de la Toussaint
747;2025-10-28;1;3;0;0;1;0;4;38;142;63;20;11;20;21;20;26;44;82;109;33;10;8;15;10;681;;2;747 - Chemin de halage Tortière vers Nord;2025-10-28;Vacances de la Toussaint
880;2025-10-28;8;2;3;1;6;7;26;93;219;128;35;40;79;92;44;57;102;171;198;113;60;34;53;29;1600;;2;880 - Madeleine vers Nord;2025-10-28;Vacances de la Toussaint
943;2025-10-28;0;0;0;0;0;0;1;8;19;6;5;4;6;4;3;1;6;14;16;10;2;0;0;0;105;;2;943 - Magellan vers Ouest;2025-10-28;Vacances de la Toussaint
950;2025-10-28;0;1;0;0;0;0;1;2;9;7;2;0;0;2;17;14;23;74;51;26;6;10;9;1;255;;2;950 - avenue de la Libération vers Nord;2025-10-28;Vacances de la Toussaint
987;2025-10-28;0;0;0;0;0;1;2;7;34;10;3;11;12;12;12;8;15;35;36;18;13;2;8;4;243;;2;987 - Tremie vers Est;2025-10-28;Vacances de la Toussaint
946;2025-10-28;2;0;1;1;1;0;11;55;160;91;26;20;45;45;38;22;43;105;105;45;30;15;12;7;880;;2;946 - Magellan vers Est;2025-10-28;Vacances de la Toussaint
676;2025-10-28;1;0;0;1;0;1;7;31;140;83;9;19;39;29;17;19;41;124;134;35;27;6;15;8;786;;2;676 - Pont Willy Brandt vers Beaulieu;2025-10-28;Vacances de la Toussaint
664;2025-10-28;6;0;2;1;0;1;9;45;187;82;19;24;57;53;39;33;44;177;169;99;43;33;42;16;1181;;2;664 - Bonduelle vers sud;2025-10-28;Vacances de la Toussaint
977;2025-10-28;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;2;977 - pont des 3 Continents vers Nord;2025-10-28;Vacances de la Toussaint
787;2025-10-28;7;3;2;1;5;4;25;108;360;203;67;60;85;90;67;67;86;148;205;128;68;29;31;17;1866;;2;787 - 50 Otages Vers Sud;2025-10-28;Vacances de la Toussaint
673;2025-10-28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;2;673 - Pont de Pornic vers Sud;2025-10-28;Vacances de la Toussaint
672;2025-10-28;1;2;1;0;0;2;11;105;264;113;49;28;57;51;39;34;43;96;117;58;26;8;9;8;1122;;2;672 - Pont de Pornic vers Nord;2025-10-28;Vacances de la Toussaint
994;2025-10-28;4;1;0;1;0;6;5;25;57;29;19;16;31;30;25;18;40;120;120;62;38;23;24;11;705;;2;994 - Ceineray vers Est;2025-10-28;Vacances de la Toussaint
672;2025-10-28;2;1;0;0;0;1;8;84;231;94;37;23;41;45;32;20;28;73;87;49;19;6;7;4;892;;2;672 - Pont de Pornic vers Nord;2025-10-28;Vacances de la Toussaint
948;2025-10-28;0;0;0;0;0;0;1;8;35;25;13;8;10;19;10;14;21;64;65;20;7;1;2;2;325;;2;948 - Bd Malakoff vers Est;2025-10-28;Vacances de la Toussaint
979;2025-10-28;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;2;979 - pont des 3 Continents vers Sud;2025-10-28;Vacances de la Toussaint
980;2025-10-28;0;0;0;0;0;0;0;3;2;2;1;0;5;1;2;4;2;2;4;3;1;1;0;1;34;;2;980 - Pont Tabarly vers Sud;2025-10-28;Vacances de la Toussaint
988;2025-10-28;0;0;1;0;2;2;22;91;302;114;34;30;39;42;40;32;45;104;146;87;43;24;10;6;1216;;2;988 - Kennedy vers Est;2025-10-28;Vacances de la Toussaint
786;2025-10-28;17;6;3;0;3;8;32;77;243;134;75;84;186;126;115;93;189;396;463;214;122;66;83;52;2787;;2;786 - 50 Otages Vers Nord;2025-10-28;Vacances de la Toussaint
667;2025-10-28;12;1;1;4;1;10;56;159;387;219;98;72;143;121;107;75;129;291;295;151;87;36;34;32;2521;;2;667 - Entrée pont Audibert vers Nord;2025-10-28;Vacances de la Toussaint
673;2025-10-28;5;1;3;0;3;3;6;45;81;43;22;22;50;26;26;33;66;145;170;59;34;18;20;8;889;;2;673 - Pont de Pornic vers Sud;2025-10-28;Vacances de la Toussaint
680;2025-10-28;10;3;2;1;3;5;10;54;153;76;35;40;50;51;43;33;69;114;100;63;29;22;15;14;995;;2;680 - Stalingrad vers ouest;2025-10-28;Vacances de la Toussaint
742;2025-10-28;4;1;0;0;3;4;20;89;221;112;35;32;79;71;39;47;87;205;246;80;45;23;37;26;1506;;2;742 - Philippot vers Est;2025-10-28;Vacances de la Toussaint
743;2025-10-28;9;3;0;1;1;1;11;51;207;135;39;31;59;56;50;46;66;122;175;110;45;35;28;8;1289;;2;743 - Philippot vers ouest;2025-10-28;Vacances de la Toussaint
669;2025-10-28;2;0;2;1;4;10;25;90;229;76;21;22;37;26;16;23;34;57;63;32;15;11;14;5;815;;2;669 - De Gaulle sortie Clémenceau vers Nord;2025-10-28;Vacances de la Toussaint
670;2025-10-28;1;0;0;1;1;4;7;28;19;11;5;9;11;11;5;8;11;31;28;18;9;4;3;6;231;;2;670 - Pont de Pirmil vers Sud;2025-10-28;Vacances de la Toussaint
666;2025-10-28;1;0;0;1;0;0;1;5;20;10;7;6;11;9;6;10;19;32;24;12;5;5;2;2;188;;2;666 - Pont Audibert vers Sud;2025-10-28;Vacances de la Toussaint
679;2025-10-28;0;0;0;0;0;0;2;1;10;5;4;4;5;4;7;3;11;11;12;6;4;0;1;0;90;;2;679 - Bd Malakoff vers Gare Sud;2025-10-28;Vacances de la Toussaint
744;2025-10-28;0;0;0;3;3;2;6;41;90;46;39;43;52;44;29;31;45;88;110;68;37;17;20;5;819;;2;744 - Calvaire vers Est;2025-10-28;Vacances de la Toussaint
986;2025-10-28;0;0;0;0;0;0;2;26;65;31;9;10;17;11;8;8;11;38;36;19;8;3;2;2;306;;2;986 - Tremie vers Ouest;2025-10-28;Vacances de la Toussaint
944;2025-10-28;0;0;0;0;0;0;1;15;29;17;6;7;9;11;10;2;11;34;23;13;4;2;1;1;196;;2;944 - Magellan vers Est;2025-10-28;Vacances de la Toussaint
847;2025-10-28;11;9;4;2;8;10;21;107;241;140;45;50;133;133;63;79;156;257;310;157;91;54;70;39;2190;;2;847 - Entrée pont Audibert vers Sud;2025-10-28;Vacances de la Toussaint
847;2025-10-27;4;2;7;1;3;1;14;60;190;102;33;39;94;101;67;61;118;224;294;141;86;61;43;41;1787;;1;847 - Entrée pont Audibert vers Sud;2025-10-27;Vacances de la Toussaint
668;2025-10-27;2;1;1;1;1;1;7;27;78;27;10;10;33;33;27;18;47;189;151;62;22;12;10;8;778;;1;668 - De Gaulle vers sud;2025-10-27;Vacances de la Toussaint
787;2025-10-27;2;4;2;3;2;7;22;105;339;163;71;53;67;87;64;68;105;149;159;90;52;27;21;10;1672;;1;787 - 50 Otages Vers Sud;2025-10-27;Vacances de la Toussaint
680;2025-10-27;6;4;2;1;10;7;12;47;131;64;35;35;46;51;44;48;53;94;85;51;23;15;22;13;899;;1;680 - Stalingrad vers ouest;2025-10-27;Vacances de la Toussaint
742;2025-10-27;5;0;0;1;2;7;21;80;203;77;30;29;43;75;43;38;65;206;199;80;30;34;20;15;1303;;1;742 - Philippot vers Est;2025-10-27;Vacances de la Toussaint
785;2025-10-27;3;4;4;8;4;7;46;156;493;214;83;80;113;128;106;94;142;250;275;133;73;42;27;26;2511;;1;785 - 50 Otages Vers Sud;2025-10-27;Vacances de la Toussaint
987;2025-10-27;2;0;0;0;0;1;1;3;35;12;3;2;18;10;8;10;8;38;49;20;9;7;5;4;245;;1;987 - Tremie vers Est;2025-10-27;Vacances de la Toussaint
945;2025-10-27;3;0;0;0;0;2;9;21;63;52;17;17;36;43;19;20;36;84;99;53;29;15;7;7;632;;1;945 - Magellan vers Ouest;2025-10-27;Vacances de la Toussaint
890;2025-10-27;5;3;4;4;4;17;34;133;433;191;64;74;95;109;91;77;152;308;321;163;85;55;40;43;2505;;1;890 - Pont de Pirmil vers Sud;2025-10-27;Vacances de la Toussaint
881;2025-10-27;8;0;0;0;1;5;21;70;188;100;52;56;85;58;55;70;102;234;243;110;53;36;23;14;1584;;1;881 - Madeleine vers Sud;2025-10-27;Vacances de la Toussaint
666;2025-10-27;2;0;1;1;0;1;1;5;18;6;3;7;10;8;4;6;24;28;29;15;5;5;1;4;184;;1;666 - Pont Audibert vers Sud;2025-10-27;Vacances de la Toussaint
997;2025-10-27;0;0;0;0;1;1;5;43;147;29;15;14;13;20;16;12;39;88;77;22;3;1;4;0;550;;1;997 - Van Iseghem vers Sud;2025-10-27;Vacances de la Toussaint
676;2025-10-27;1;0;0;0;0;1;6;42;133;64;6;13;45;38;18;18;39;108;107;34;20;10;7;3;713;;1;676 - Pont Willy Brandt vers Beaulieu;2025-10-27;Vacances de la Toussaint
672;2025-10-27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;1;672 - Pont de Pornic vers Nord;2025-10-27;Vacances de la Toussaint
672;2025-10-27;0;0;1;1;2;6;12;94;255;108;32;21;56;37;27;29;54;101;118;52;28;9;10;8;1061;;1;672 - Pont de Pornic vers Nord;2025-10-27;Vacances de la Toussaint
672;2025-10-27;0;0;1;1;2;1;9;75;231;90;27;10;39;28;25;23;39;87;86;40;23;8;7;6;858;;1;672 - Pont de Pornic vers Nord;2025-10-27;Vacances de la Toussaint
948;2025-10-27;0;0;0;0;1;0;4;8;40;22;12;9;11;16;13;15;26;63;64;16;5;5;1;2;333;;1;948 - Bd Malakoff vers Est;2025-10-27;Vacances de la Toussaint
988;2025-10-27;1;0;0;1;1;2;16;77;284;127;34;37;34;45;35;30;50;111;116;82;26;21;10;4;1144;;1;988 - Kennedy vers Est;2025-10-27;Vacances de la Toussaint
989;2025-10-27;0;1;2;0;4;8;55;124;93;29;30;23;56;54;37;51;107;265;241;96;33;40;14;12;1375;;1;989 - Kennedy vers Ouest;2025-10-27;Vacances de la Toussaint
665;2025-10-27;1;0;0;1;1;4;13;66;143;59;12;31;47;29;25;34;48;110;119;53;24;13;2;6;841;;1;665 - Bonduelle vers Nord;2025-10-27;Vacances de la Toussaint
744;2025-10-27;3;1;0;2;0;1;9;27;93;50;26;34;44;42;30;29;46;71;74;40;29;13;10;5;679;;1;744 - Calvaire vers Est;2025-10-27;Vacances de la Toussaint
745;2025-10-27;0;0;0;0;0;0;0;1;7;3;4;4;9;6;7;5;4;22;27;5;3;0;1;3;111;;1;745 - Calvaire vers Ouest;2025-10-27;Vacances de la Toussaint
747;2025-10-27;2;0;0;0;0;0;5;47;122;61;10;13;18;23;19;16;31;63;86;35;14;4;5;3;577;;1;747 - Chemin de halage Tortière vers Nord;2025-10-27;Vacances de la Toussaint
670;2025-10-27;1;0;2;0;1;2;5;22;25;7;11;9;9;10;7;5;12;18;34;12;7;5;8;4;216;;1;670 - Pont de Pirmil vers Sud;2025-10-27;Vacances de la Toussaint
682;2025-10-27;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;1;682 - pont Anne de Bretagne vers Sud;2025-10-27;Vacances de la Toussaint
683;2025-10-27;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;1;683 - pont Anne de Bretagne vers Nord;2025-10-27;Vacances de la Toussaint
743;2025-10-27;6;1;2;0;2;2;5;64;205;120;41;29;53;40;51;46;50;116;172;85;27;25;16;10;1168;;1;743 - Philippot vers ouest;2025-10-27;Vacances de la Toussaint
746;2025-10-27;0;0;0;0;0;2;5;33;121;30;13;16;18;18;9;18;44;116;97;18;8;0;4;0;570;;1;746 - Chemin de halage Tortière vers Sud;2025-10-27;Vacances de la Toussaint
880;2025-10-27;5;4;7;0;4;4;18;79;216;117;26;31;60;67;57;40;97;147;207;95;57;51;26;33;1448;;1;880 - Madeleine vers Nord;2025-10-27;Vacances de la Toussaint
949;2025-10-27;0;0;1;0;0;1;0;6;7;5;2;3;3;1;10;10;6;3;13;5;1;0;0;0;77;;1;949 - avenue de la Libération vers Sud;2025-10-27;Vacances de la Toussaint
960;2025-10-27;1;0;0;0;0;1;0;5;10;7;5;3;5;4;4;3;9;14;17;4;2;0;0;0;94;;1;960 - Sorinières Vers Nord;2025-10-27;Vacances de la Toussaint
980;2025-10-27;0;0;0;0;0;0;0;0;1;3;2;1;0;4;0;3;5;3;3;2;2;0;0;1;30;;1;980 - Pont Tabarly vers Sud;2025-10-27;Vacances de la Toussaint
788;2025-10-27;8;3;4;1;0;3;10;44;130;63;43;46;58;72;62;58;94;216;316;144;92;39;36;30;1572;;1;788 - 50 Otages Vers Nord;2025-10-27;Vacances de la Toussaint
667;2025-10-27;7;1;0;0;2;17;46;132;400;186;59;79;115;95;73;77;90;252;261;106;52;33;25;16;2124;;1;667 - Entrée pont Audibert vers Nord;2025-10-27;Vacances de la Toussaint
996;2025-10-27;2;0;0;0;0;0;7;35;92;36;8;13;12;14;17;14;30;68;97;34;14;7;13;6;519;;1;996 - Van Iseghem vers Nord;2025-10-27;Vacances de la Toussaint
674;2025-10-27;8;6;2;0;0;2;5;36;147;77;32;20;46;55;38;27;65;98;130;62;34;22;10;16;938;;1;674 - Pont Haudaudine vers Sud;2025-10-27;Vacances de la Toussaint
664;2025-10-27;1;0;1;0;1;1;12;42;179;68;17;20;43;45;29;28;57;193;151;66;29;14;18;10;1025;;1;664 - Bonduelle vers sud;2025-10-27;Vacances de la Toussaint
677;2025-10-27;0;0;0;1;0;3;13;48;125;57;9;17;29;36;16;15;34;90;89;30;10;2;2;0;626;;1;677 - Pont Willy Brandt vers Malakoff;2025-10-27;Vacances de la Toussaint
725;2025-10-27;0;1;0;0;1;0;5;27;75;31;10;14;25;21;15;17;31;86;74;34;18;3;10;6;504;;1;725 - Pont Tabarly vers Sud;2025-10-27;Vacances de la Toussaint
727;2025-10-27;0;0;0;1;1;8;9;55;106;28;9;13;23;23;15;16;26;62;56;27;15;3;5;2;503;;1;727 - Pont Tabarly vers Nord;2025-10-27;Vacances de la Toussaint
950;2025-10-27;0;0;1;0;0;1;0;6;7;5;2;3;3;1;10;10;6;3;3;5;1;0;0;0;67;;1;950 - avenue de la Libération vers Nord;2025-10-27;Vacances de la Toussaint
979;2025-10-27;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;1;979 - pont des 3 Continents vers Sud;2025-10-27;Vacances de la Toussaint
786;2025-10-27;10;2;6;0;1;9;21;67;222;117;60;79;145;99;95;86;159;337;405;199;108;47;41;28;2343;;1;786 - 50 Otages Vers Nord;2025-10-27;Vacances de la Toussaint
994;2025-10-27;0;3;0;1;0;3;4;30;61;26;15;17;26;22;23;19;38;96;139;55;23;10;11;10;632;;1;994 - Ceineray vers Est;2025-10-27;Vacances de la Toussaint
995;2025-10-27;1;0;0;1;2;2;15;68;234;84;20;19;33;37;25;37;64;112;95;38;14;9;3;6;919;;1;995 - Ceineray vers Ouest;2025-10-27;Vacances de la Toussaint
673;2025-10-27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;1;673 - Pont de Pornic vers Sud;2025-10-27;Vacances de la Toussaint
679;2025-10-27;0;0;0;0;0;0;2;1;6;6;3;4;5;8;1;4;8;15;15;9;2;4;1;0;94;;1;679 - Bd Malakoff vers Gare Sud;2025-10-27;Vacances de la Toussaint
681;2025-10-27;7;2;2;0;2;0;8;24;59;23;13;14;47;32;32;32;38;98;109;69;40;17;13;15;696;;1;681 - Stalingrad vers est;2025-10-27;Vacances de la Toussaint
959;2025-10-27;0;1;1;2;2;2;4;23;17;12;4;2;1;9;6;2;8;6;8;5;0;0;1;1;117;;1;959 - Sorinières Vers Sud;2025-10-27;Vacances de la Toussaint
977;2025-10-27;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;1;977 - pont des 3 Continents vers Nord;2025-10-27;Vacances de la Toussaint
943;2025-10-27;0;0;0;0;0;0;1;3;20;7;1;3;4;5;4;5;3;17;16;7;5;0;0;0;101;;1;943 - Magellan vers Ouest;2025-10-27;Vacances de la Toussaint
947;2025-10-27;0;0;0;1;2;1;4;26;88;33;3;5;19;12;17;8;17;36;34;2;5;3;2;0;318;;1;947 - Bd Malakoff vers Ouest;2025-10-27;Vacances de la Toussaint
673;2025-10-27;0;1;1;0;1;8;8;45;72;37;9;18;36;39;18;21;62;154;167;55;28;13;14;6;813;;1;673 - Pont de Pornic vers Sud;2025-10-27;Vacances de la Toussaint
669;2025-10-27;3;0;0;0;0;6;10;86;233;79;12;27;22;28;19;25;26;58;69;24;11;12;5;4;759;;1;669 - De Gaulle sortie Clémenceau vers Nord;2025-10-27;Vacances de la Toussaint
673;2025-10-27;0;1;1;1;5;5;6;38;68;40;11;14;30;41;17;17;61;158;161;52;23;12;15;5;782;;1;673 - Pont de Pornic vers Sud;2025-10-27;Vacances de la Toussaint
675;2025-10-27;1;3;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;18;23;12;10;6;78;;1;675 - Pont Haudaudine vers Nord;2025-10-27;Vacances de la Toussaint
981;2025-10-27;0;0;1;0;0;2;2;4;6;4;0;1;4;6;3;6;9;12;5;3;5;0;0;0;73;;1;981 - Pont Tabarly vers Nord;2025-10-27;Vacances de la Toussaint
986;2025-10-27;0;1;0;0;0;1;1;14;62;22;6;10;13;11;10;12;9;25;30;21;6;3;5;0;262;;1;986 - Tremie vers Ouest;2025-10-27;Vacances de la Toussaint
944;2025-10-27;1;0;0;0;0;0;3;14;29;20;4;7;7;11;6;6;11;28;35;9;4;4;1;0;200;;1;944 - Magellan vers Est;2025-10-27;Vacances de la Toussaint
946;2025-10-27;2;0;0;0;1;3;11;36;130;82;19;28;52;43;31;26;34;106;104;44;16;8;10;10;796;;1;946 - Magellan vers Est;2025-10-27;Vacances de la Toussaint
847;2025-10-26;37;25;17;3;14;5;8;6;16;29;51;48;38;31;56;42;53;33;47;25;33;30;22;20;689;;7;847 - Entrée pont Audibert vers Sud;2025-10-26;Vacances de la Toussaint
670;2025-10-26;3;6;7;3;3;1;2;3;12;14;13;10;9;1;5;5;7;7;4;6;1;1;3;4;130;;7;670 - Pont de Pirmil vers Sud;2025-10-26;Vacances de la Toussaint
665;2025-10-26;4;3;5;1;1;1;4;4;12;12;26;28;25;15;20;20;17;25;24;15;10;8;4;1;285;;7;665 - Bonduelle vers Nord;2025-10-26;Vacances de la Toussaint
745;2025-10-26;2;2;0;0;1;0;0;0;0;2;1;1;1;1;1;2;3;4;2;9;2;2;1;1;38;;7;745 - Calvaire vers Ouest;2025-10-26;Vacances de la Toussaint
785;2025-10-26;49;26;15;2;9;5;13;9;52;71;71;80;59;79;70;80;88;64;66;56;30;21;14;12;1041;;7;785 - 50 Otages Vers Sud;2025-10-26;Vacances de la Toussaint
979;2025-10-26;12;12;11;2;2;1;5;5;16;34;48;29;33;38;22;48;35;30;15;;;;;;398;Faible;7;979 - pont des 3 Continents vers Sud;2025-10-26;Vacances de la Toussaint
675;2025-10-26;0;0;0;2;0;1;5;2;6;9;21;25;15;0;0;0;0;0;0;2;2;4;5;0;99;;7;675 - Pont Haudaudine vers Nord;2025-10-26;Vacances de la Toussaint
672;2025-10-26;20;12;7;0;1;3;3;1;16;18;33;32;30;22;32;56;33;41;36;25;10;5;3;1;440;;7;672 - Pont de Pornic vers Nord;2025-10-26;Vacances de la Toussaint
