Numéro de boucle;Jour;00;01;02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;19;20;21;22;23;Total;Probabilité de présence d'anomalies;Jour de la semaine;Boucle de comptage;Date formatée;Vacances
950;2025-10-19;1;0;0;0;1;0;0;0;1;0;4;2;1;0;1;0;0;3;0;0;0;0;0;0;14;;7;950 - avenue de la Libération vers Nord;2025-10-19;Vacances de la Toussaint
960;2025-10-19;0;0;0;0;0;0;0;1;0;1;0;0;2;0;0;0;1;0;0;0;0;0;0;0;5;Faible;7;960 - Sorinières Vers Nord;2025-10-19;Vacances de la Toussaint
980;2025-10-19;0;0;1;1;0;0;0;0;0;1;0;1;2;2;1;2;0;0;1;0;0;0;0;0;12;;7;980 - Pont Tabarly vers Sud;2025-10-19;Vacances de la Toussaint
989;2025-10-19;34;21;15;8;5;7;6;5;5;8;30;31;28;35;18;13;26;16;21;24;18;8;14;4;400;;7;989 - Kennedy vers Ouest;2025-10-19;Vacances de la Toussaint
947;2025-10-19;0;0;2;0;0;0;2;5;3;2;4;10;9;8;4;1;4;2;4;4;1;0;0;0;65;;7;947 - Bd Malakoff vers Ouest;2025-10-19;Vacances de la Toussaint
994;2025-10-19;9;6;7;1;1;0;4;0;5;9;14;22;11;17;12;9;2;7;11;9;9;7;4;4;180;;7;994 - Ceineray vers Est;2025-10-19;Vacances de la Toussaint
664;2025-10-19;19;10;12;4;4;4;5;1;9;11;9;20;20;30;11;8;14;13;25;11;15;14;16;12;297;;7;664 - Bonduelle vers sud;2025-10-19;Vacances de la Toussaint
742;2025-10-19;27;24;11;12;5;8;13;8;13;19;37;35;41;38;13;16;21;25;27;16;15;4;14;6;448;;7;742 - Philippot vers Est;2025-10-19;Vacances de la Toussaint
743;2025-10-19;23;19;11;7;5;1;3;5;18;16;40;20;26;30;12;13;21;20;15;29;24;13;11;2;384;;7;743 - Philippot vers ouest;2025-10-19;Vacances de la Toussaint
747;2025-10-19;10;3;2;2;1;0;0;0;8;13;19;33;15;12;4;7;2;3;8;6;1;4;3;4;160;;7;747 - Chemin de halage Tortière vers Nord;2025-10-19;Vacances de la Toussaint
667;2025-10-19;47;26;15;8;15;9;15;15;15;29;60;73;57;43;21;20;30;42;33;45;20;25;11;13;687;;7;667 - Entrée pont Audibert vers Nord;2025-10-19;Vacances de la Toussaint
675;2025-10-19;25;29;5;3;1;1;0;3;5;9;11;16;24;15;6;7;5;0;8;13;17;10;5;2;220;;7;675 - Pont Haudaudine vers Nord;2025-10-19;Vacances de la Toussaint
997;2025-10-19;0;0;1;2;1;0;0;4;6;16;17;25;22;5;6;8;3;6;5;9;5;5;1;1;148;;7;997 - Van Iseghem vers Sud;2025-10-19;Vacances de la Toussaint
668;2025-10-19;11;15;8;4;3;2;2;3;3;6;7;16;11;17;11;9;3;10;21;9;10;10;8;4;203;;7;668 - De Gaulle vers sud;2025-10-19;Vacances de la Toussaint
665;2025-10-19;13;5;1;2;1;1;2;4;8;8;22;29;22;11;12;12;5;14;14;11;10;7;6;2;222;;7;665 - Bonduelle vers Nord;2025-10-19;Vacances de la Toussaint
746;2025-10-19;0;2;0;0;1;0;1;4;0;5;14;22;18;4;9;0;4;8;7;5;0;3;0;0;107;;7;746 - Chemin de halage Tortière vers Sud;2025-10-19;Vacances de la Toussaint
981;2025-10-19;0;0;0;0;2;0;0;0;1;2;3;4;3;1;1;2;3;1;1;3;3;0;0;0;30;;7;981 - Pont Tabarly vers Nord;2025-10-19;Vacances de la Toussaint
945;2025-10-19;12;6;7;5;0;1;4;2;6;11;17;14;19;9;12;6;13;14;16;11;6;6;6;9;212;;7;945 - Magellan vers Ouest;2025-10-19;Vacances de la Toussaint
786;2025-10-19;56;57;21;19;2;8;7;6;10;34;63;76;80;58;21;33;19;39;51;53;33;27;18;25;816;;7;786 - 50 Otages Vers Nord;2025-10-19;Vacances de la Toussaint
995;2025-10-19;5;5;2;3;4;3;1;7;8;16;18;27;20;17;8;25;5;11;10;13;8;0;1;3;220;;7;995 - Ceineray vers Ouest;2025-10-19;Vacances de la Toussaint
673;2025-10-19;16;8;6;5;4;3;1;1;2;8;10;16;14;21;6;1;4;6;7;9;13;1;3;5;170;;7;673 - Pont de Pornic vers Sud;2025-10-19;Vacances de la Toussaint
996;2025-10-19;9;9;7;5;1;1;0;0;6;12;16;20;20;13;3;4;6;7;5;14;5;3;2;3;171;;7;996 - Van Iseghem vers Nord;2025-10-19;Vacances de la Toussaint
673;2025-10-19;22;9;4;4;3;2;2;1;1;8;12;17;13;19;13;3;6;12;13;13;12;1;8;4;202;;7;673 - Pont de Pornic vers Sud;2025-10-19;Vacances de la Toussaint
785;2025-10-19;41;45;25;8;10;6;23;20;41;39;70;53;64;43;22;29;41;28;45;39;32;25;17;10;776;;7;785 - 50 Otages Vers Sud;2025-10-19;Vacances de la Toussaint
669;2025-10-19;5;3;2;2;2;0;2;2;4;11;19;17;13;4;8;15;5;6;8;7;4;6;3;3;151;;7;669 - De Gaulle sortie Clémenceau vers Nord;2025-10-19;Vacances de la Toussaint
944;2025-10-19;0;5;0;0;0;1;0;0;0;0;8;2;2;1;1;2;3;2;5;0;0;0;1;0;33;;7;944 - Magellan vers Est;2025-10-19;Vacances de la Toussaint
943;2025-10-19;0;4;0;0;0;0;0;0;0;0;4;1;1;1;1;1;3;2;4;1;3;0;1;1;28;;7;943 - Magellan vers Ouest;2025-10-19;Vacances de la Toussaint
787;2025-10-19;17;14;7;7;6;5;13;21;24;34;65;48;46;33;17;23;34;23;28;25;25;20;12;11;558;;7;787 - 50 Otages Vers Sud;2025-10-19;Vacances de la Toussaint
788;2025-10-19;40;43;10;15;9;4;7;5;11;23;43;63;57;45;25;26;13;17;31;49;30;21;15;14;616;;7;788 - 50 Otages Vers Nord;2025-10-19;Vacances de la Toussaint
679;2025-10-19;6;1;1;1;0;1;0;0;1;2;5;1;2;2;1;4;0;4;4;3;4;2;0;0;45;;7;679 - Bd Malakoff vers Gare Sud;2025-10-19;Vacances de la Toussaint
977;2025-10-19;2;0;2;2;0;0;2;0;0;0;2;2;2;0;0;0;0;0;2;0;2;0;0;0;18;;7;977 - pont des 3 Continents vers Nord;2025-10-19;Vacances de la Toussaint
979;2025-10-19;10;7;8;6;2;2;5;4;9;8;18;28;12;10;7;12;7;13;16;4;4;5;4;1;202;;7;979 - pont des 3 Continents vers Sud;2025-10-19;Vacances de la Toussaint
986;2025-10-19;3;2;1;1;0;0;2;2;4;2;14;6;6;0;2;4;0;4;5;2;5;2;2;1;70;;7;986 - Tremie vers Ouest;2025-10-19;Vacances de la Toussaint
946;2025-10-19;14;11;2;3;5;4;4;6;3;6;28;26;10;22;11;8;11;13;13;9;7;5;6;10;237;;7;946 - Magellan vers Est;2025-10-19;Vacances de la Toussaint
744;2025-10-19;10;4;1;2;0;0;2;1;9;15;22;31;20;18;10;16;18;25;26;15;21;18;7;9;300;;7;744 - Calvaire vers Est;2025-10-19;Vacances de la Toussaint
676;2025-10-19;5;8;2;3;1;0;2;3;2;9;9;5;13;9;1;6;4;11;10;14;8;9;6;4;144;;7;676 - Pont Willy Brandt vers Beaulieu;2025-10-19;Vacances de la Toussaint
672;2025-10-19;10;8;6;0;1;0;0;2;7;9;15;17;17;13;10;5;15;11;10;12;5;1;1;2;177;;7;672 - Pont de Pornic vers Nord;2025-10-19;Vacances de la Toussaint
683;2025-10-19;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;7;683 - pont Anne de Bretagne vers Nord;2025-10-19;Vacances de la Toussaint
745;2025-10-19;2;2;1;0;1;0;1;1;0;1;1;2;1;3;1;4;1;0;2;2;1;0;2;0;29;;7;745 - Calvaire vers Ouest;2025-10-19;Vacances de la Toussaint
987;2025-10-19;4;4;1;0;1;0;0;1;0;1;2;0;4;4;3;6;3;4;5;3;3;4;3;1;57;;7;987 - Tremie vers Est;2025-10-19;Vacances de la Toussaint
988;2025-10-19;8;8;0;4;1;0;1;2;8;15;22;23;14;28;11;9;14;31;27;18;23;12;13;17;309;;7;988 - Kennedy vers Est;2025-10-19;Vacances de la Toussaint
880;2025-10-19;39;46;32;10;4;4;11;7;9;16;33;19;40;28;18;25;16;17;32;21;28;18;16;9;498;;7;880 - Madeleine vers Nord;2025-10-19;Vacances de la Toussaint
881;2025-10-19;38;25;13;5;5;5;9;6;6;19;52;55;56;39;15;14;29;37;31;33;22;22;9;8;553;;7;881 - Madeleine vers Sud;2025-10-19;Vacances de la Toussaint
668;2025-10-18;18;7;4;1;1;4;5;4;14;11;24;17;43;36;31;26;16;30;41;38;25;14;7;25;442;;6;668 - De Gaulle vers sud;2025-10-18;Vacances de la Toussaint
666;2025-10-18;6;3;3;2;0;0;0;4;2;2;5;6;6;8;8;12;11;6;6;4;4;7;1;4;110;;6;666 - Pont Audibert vers Sud;2025-10-18;Vacances de la Toussaint
681;2025-10-18;28;22;9;9;10;4;1;4;7;13;17;25;46;37;27;39;49;42;60;51;36;31;22;18;607;;6;681 - Stalingrad vers est;2025-10-18;Vacances de la Toussaint
683;2025-10-18;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;6;683 - pont Anne de Bretagne vers Nord;2025-10-18;Vacances de la Toussaint
746;2025-10-18;0;0;0;0;0;1;1;7;5;13;45;21;35;14;21;42;44;24;30;17;7;2;1;0;330;;6;746 - Chemin de halage Tortière vers Sud;2025-10-18;Vacances de la Toussaint
747;2025-10-18;10;6;2;2;0;0;1;16;15;35;19;25;23;20;21;24;30;31;32;32;8;9;2;7;370;;6;747 - Chemin de halage Tortière vers Nord;2025-10-18;Vacances de la Toussaint
785;2025-10-18;36;26;21;8;15;8;9;25;50;92;95;120;134;125;132;118;173;152;183;155;106;51;58;59;1951;;6;785 - 50 Otages Vers Sud;2025-10-18;Vacances de la Toussaint
980;2025-10-18;0;0;0;0;0;0;0;0;0;2;1;0;2;2;2;3;2;1;0;3;1;0;0;1;20;;6;980 - Pont Tabarly vers Sud;2025-10-18;Vacances de la Toussaint
944;2025-10-18;0;0;0;0;0;0;2;4;1;8;14;5;7;6;13;10;19;11;5;2;4;1;0;1;113;;6;944 - Magellan vers Est;2025-10-18;Vacances de la Toussaint
943;2025-10-18;0;0;0;0;0;0;0;0;2;4;4;2;1;5;6;2;4;7;3;4;2;0;2;0;48;;6;943 - Magellan vers Ouest;2025-10-18;Vacances de la Toussaint
673;2025-10-18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;6;673 - Pont de Pornic vers Sud;2025-10-18;Vacances de la Toussaint
664;2025-10-18;16;11;8;6;2;5;6;6;18;17;30;23;50;41;41;26;44;48;56;45;30;12;22;31;594;;6;664 - Bonduelle vers sud;2025-10-18;Vacances de la Toussaint
677;2025-10-18;3;2;3;2;0;0;1;2;6;10;21;20;30;14;8;24;36;44;19;13;13;3;6;5;285;;6;677 - Pont Willy Brandt vers Malakoff;2025-10-18;Vacances de la Toussaint
725;2025-10-18;7;3;1;0;1;0;0;2;11;22;15;17;15;19;15;21;19;24;22;20;12;4;8;5;263;;6;725 - Pont Tabarly vers Sud;2025-10-18;Vacances de la Toussaint
742;2025-10-18;36;14;12;6;4;3;10;14;30;48;45;67;63;71;56;71;84;80;80;61;56;29;31;39;1010;;6;742 - Philippot vers Est;2025-10-18;Vacances de la Toussaint
946;2025-10-18;19;5;6;2;3;3;5;6;12;26;24;27;25;23;35;34;45;60;43;35;35;22;9;19;523;;6;946 - Magellan vers Est;2025-10-18;Vacances de la Toussaint
959;2025-10-18;0;1;0;1;2;1;2;1;3;1;6;6;1;5;3;5;3;7;3;5;3;3;0;1;63;;6;959 - Sorinières Vers Sud;2025-10-18;Vacances de la Toussaint
960;2025-10-18;0;2;0;0;0;0;2;1;1;3;7;5;1;2;3;8;1;6;6;0;0;1;0;0;49;;6;960 - Sorinières Vers Nord;2025-10-18;Vacances de la Toussaint
981;2025-10-18;2;1;0;0;0;0;0;1;1;1;2;2;6;2;4;2;6;8;1;7;5;3;0;1;55;;6;981 - Pont Tabarly vers Nord;2025-10-18;Vacances de la Toussaint
675;2025-10-18;26;30;7;2;1;0;2;6;12;30;54;40;40;42;48;46;64;37;64;58;45;29;25;37;745;;6;675 - Pont Haudaudine vers Nord;2025-10-18;Vacances de la Toussaint
674;2025-10-18;26;12;7;9;10;3;2;6;11;33;32;47;55;54;54;39;35;56;90;74;46;25;23;39;788;;6;674 - Pont Haudaudine vers Sud;2025-10-18;Vacances de la Toussaint
672;2025-10-18;21;7;3;2;1;1;1;7;25;33;29;29;34;28;33;52;56;30;55;50;22;28;6;6;559;;6;672 - Pont de Pornic vers Nord;2025-10-18;Vacances de la Toussaint
997;2025-10-18;1;1;0;0;0;0;0;6;14;24;40;23;37;17;22;42;44;36;34;15;10;3;2;5;376;;6;997 - Van Iseghem vers Sud;2025-10-18;Vacances de la Toussaint
669;2025-10-18;5;1;0;2;4;1;5;6;24;31;28;21;26;19;22;26;33;24;23;34;13;17;6;10;381;;6;669 - De Gaulle sortie Clémenceau vers Nord;2025-10-18;Vacances de la Toussaint
670;2025-10-18;6;4;5;2;7;3;3;1;8;5;7;12;7;11;20;11;23;16;15;14;9;6;4;7;206;;6;670 - Pont de Pirmil vers Sud;2025-10-18;Vacances de la Toussaint
679;2025-10-18;1;0;0;0;0;0;0;1;1;5;5;5;7;7;5;9;3;4;7;8;7;2;0;1;78;;6;679 - Bd Malakoff vers Gare Sud;2025-10-18;Vacances de la Toussaint
881;2025-10-18;36;20;6;1;3;3;13;18;41;86;93;89;95;82;79;116;114;91;107;107;75;57;26;27;1385;;6;881 - Madeleine vers Sud;2025-10-18;Vacances de la Toussaint
890;2025-10-18;62;34;36;6;15;6;19;19;53;77;110;111;111;121;111;130;144;138;114;155;96;63;34;49;1814;;6;890 - Pont de Pirmil vers Sud;2025-10-18;Vacances de la Toussaint
979;2025-10-18;6;4;4;7;5;3;6;7;14;31;42;29;33;27;35;52;73;70;61;40;25;9;8;10;601;;6;979 - pont des 3 Continents vers Sud;2025-10-18;Vacances de la Toussaint
987;2025-10-18;7;4;4;0;2;0;0;0;2;9;6;8;15;16;13;22;15;12;18;17;9;5;7;10;201;;6;987 - Tremie vers Est;2025-10-18;Vacances de la Toussaint
989;2025-10-18;32;16;12;9;11;4;2;17;24;38;53;45;63;62;56;66;64;90;88;70;38;28;26;22;936;;6;989 - Kennedy vers Ouest;2025-10-18;Vacances de la Toussaint
947;2025-10-18;2;1;0;3;0;0;1;5;8;7;16;8;18;11;19;16;20;28;23;7;0;3;2;1;199;;6;947 - Bd Malakoff vers Ouest;2025-10-18;Vacances de la Toussaint
682;2025-10-18;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;6;682 - pont Anne de Bretagne vers Sud;2025-10-18;Vacances de la Toussaint
743;2025-10-18;25;14;12;10;7;0;0;0;0;0;14;46;57;38;47;68;80;58;64;76;62;26;20;26;750;;6;743 - Philippot vers ouest;2025-10-18;Vacances de la Toussaint
745;2025-10-18;5;1;2;0;0;0;0;0;0;3;5;6;9;6;7;15;12;14;20;9;3;5;2;1;125;;6;745 - Calvaire vers Ouest;2025-10-18;Vacances de la Toussaint
949;2025-10-18;0;0;0;0;1;1;0;0;2;4;2;1;3;13;4;25;27;30;30;29;12;2;1;1;188;;6;949 - avenue de la Libération vers Sud;2025-10-18;Vacances de la Toussaint
977;2025-10-18;0;0;2;0;0;0;2;0;0;0;10;2;6;2;4;8;10;8;4;4;0;0;0;6;68;;6;977 - pont des 3 Continents vers Nord;2025-10-18;Vacances de la Toussaint
995;2025-10-18;9;4;3;0;1;3;2;9;21;44;58;54;53;30;41;59;61;45;55;41;28;15;8;9;653;;6;995 - Ceineray vers Ouest;2025-10-18;Vacances de la Toussaint
673;2025-10-18;17;9;8;3;9;4;4;2;4;8;20;21;30;28;25;24;37;41;55;38;19;21;11;9;447;;6;673 - Pont de Pornic vers Sud;2025-10-18;Vacances de la Toussaint
667;2025-10-18;47;22;15;5;5;5;29;21;57;105;103;106;125;94;95;128;136;140;122;122;100;77;28;47;1734;;6;667 - Entrée pont Audibert vers Nord;2025-10-18;Vacances de la Toussaint
680;2025-10-18;20;17;17;8;6;9;1;9;29;34;53;63;56;53;60;58;76;87;80;52;46;22;21;26;903;;6;680 - Stalingrad vers ouest;2025-10-18;Vacances de la Toussaint
727;2025-10-18;0;1;2;0;1;0;1;5;11;17;21;21;24;26;16;10;16;24;20;7;10;7;3;2;245;;6;727 - Pont Tabarly vers Nord;2025-10-18;Vacances de la Toussaint
950;2025-10-18;0;0;0;0;1;1;0;0;2;4;2;1;1;1;1;8;3;4;7;5;1;1;1;0;44;;6;950 - avenue de la Libération vers Nord;2025-10-18;Vacances de la Toussaint
945;2025-10-18;15;6;5;8;5;2;6;7;6;12;22;24;18;21;33;26;34;38;36;39;24;21;17;11;436;;6;945 - Magellan vers Ouest;2025-10-18;Vacances de la Toussaint
786;2025-10-18;79;44;26;10;13;7;10;14;50;74;112;149;135;103;92;128;167;188;178;133;110;76;45;77;2020;;6;786 - 50 Otages Vers Nord;2025-10-18;Vacances de la Toussaint
787;2025-10-18;28;16;11;8;8;2;5;11;56;88;113;107;82;80;97;124;143;120;120;109;67;35;30;35;1495;;6;787 - 50 Otages Vers Sud;2025-10-18;Vacances de la Toussaint
847;2025-10-18;55;46;31;11;16;6;12;10;27;44;71;88;90;104;108;110;110;121;149;143;93;62;58;52;1617;;6;847 - Entrée pont Audibert vers Sud;2025-10-18;Vacances de la Toussaint
996;2025-10-18;18;10;3;4;4;1;1;11;11;23;15;21;25;18;19;30;41;36;39;31;20;9;7;7;404;;6;996 - Van Iseghem vers Nord;2025-10-18;Vacances de la Toussaint
880;2025-10-18;35;34;19;9;13;1;9;8;25;41;41;60;71;74;78;71;92;91;127;101;68;42;45;38;1193;;6;880 - Madeleine vers Nord;2025-10-18;Vacances de la Toussaint
986;2025-10-18;3;3;1;0;0;0;0;4;6;12;16;18;17;18;21;18;16;25;19;14;11;2;5;1;230;;6;986 - Tremie vers Ouest;2025-10-18;Vacances de la Toussaint
988;2025-10-18;8;4;3;1;2;0;3;6;29;40;31;41;41;38;49;59;67;77;70;73;39;22;8;8;719;;6;988 - Kennedy vers Est;2025-10-18;Vacances de la Toussaint
672;2025-10-18;18;6;1;5;0;0;1;5;19;34;30;21;27;29;34;45;45;30;49;39;13;18;5;4;478;;6;672 - Pont de Pornic vers Nord;2025-10-18;Vacances de la Toussaint
673;2025-10-18;20;11;9;0;7;2;4;3;5;8;19;28;31;24;25;29;36;41;53;38;20;22;11;11;457;;6;673 - Pont de Pornic vers Sud;2025-10-18;Vacances de la Toussaint
672;2025-10-18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;6;672 - Pont de Pornic vers Nord;2025-10-18;Vacances de la Toussaint
676;2025-10-18;9;8;3;3;0;0;2;3;9;12;23;18;20;12;21;25;21;17;40;35;12;7;8;5;313;;6;676 - Pont Willy Brandt vers Beaulieu;2025-10-18;Vacances de la Toussaint
665;2025-10-18;6;4;3;3;3;1;5;9;22;37;24;28;36;20;37;32;43;45;43;46;32;25;2;13;519;;6;665 - Bonduelle vers Nord;2025-10-18;Vacances de la Toussaint
744;2025-10-18;8;10;8;4;3;8;3;11;10;24;43;49;41;54;52;50;63;58;68;56;40;27;15;13;718;;6;744 - Calvaire vers Est;2025-10-18;Vacances de la Toussaint
948;2025-10-18;2;2;4;3;0;0;1;3;10;10;20;15;9;21;19;22;33;27;17;4;3;3;3;1;232;;6;948 - Bd Malakoff vers Est;2025-10-18;Vacances de la Toussaint
788;2025-10-18;69;45;24;11;7;4;4;13;24;47;53;93;92;72;60;93;131;139;144;129;74;49;47;66;1490;;6;788 - 50 Otages Vers Nord;2025-10-18;Vacances de la Toussaint
994;2025-10-18;23;11;5;5;0;1;0;4;7;13;24;31;42;27;22;36;58;54;67;58;26;16;14;20;564;;6;994 - Ceineray vers Est;2025-10-18;Vacances de la Toussaint
